Category,KM,Link,Price,Year,Currency,DATE,Brand,Model
1.3 Automatic,118000,https://www.kktcarabam.com/207482-honda-fit-gmagusa-benzin-otomatik,11500.0,2019.0,GBP,2026-06-21,Honda,Fit
-,41000,https://www.kktcarabam.com/227751-yamaha-diger-girne-benzin-otomatik,1350.0,2014.0,GBP,2026-06-21,Yamaha,Diğer
1.0 TSI,10431,https://www.kktcarabam.com/213299-volkswagen-polo-lefkosa-benzin-otomatik,16000.0,2022.0,GBP,2026-06-21,Volkswagen,Polo
523d,67000,https://www.kktcarabam.com/213296-bmw-5-serisi-lefkosa-dizel-otomatik,28500.0,2020.0,GBP,2026-06-21,BMW,5 Serisi
1.5 RS,205000,https://www.kktcarabam.com/227817-honda-fit-lefkosa-benzin-otomatik,5500.0,2007.0,GBP,2026-06-21,Honda,Fit
350 D,240000,https://www.kktcarabam.com/207626-mercedes-benz-s-serisi-lefkosa-dizel-otomatik,18000.0,2012.0,GBP,2026-06-21,Mercedes-Benz,S Serisi
-,151000,https://www.kktcarabam.com/227812-ford-transit-gmagusa-dizel-duz,15750.0,2018.0,GBP,2026-06-21,Ford,Transit
220 d,267000,https://www.kktcarabam.com/207597-mercedes-benz-e-serisi-gmagusa-dizel-otomatik,24500.0,2017.0,GBP,2026-06-21,Mercedes-Benz,E Serisi
1.5 16V,53000,https://www.kktcarabam.com/227803-mazda-demio-lefkosa-benzin-otomatik,10600.0,2019.0,GBP,2026-06-21,Mazda,Demio
18i sDrive,67000,https://www.kktcarabam.com/207520-bmw-x2-iskele-benzin-otomatik,21000.0,2019.0,GBP,2026-06-21,BMW,X2
18i sDrive,174000,https://www.kktcarabam.com/227802-bmw-x1-guzelyurt-benzin-otomatik,17800.0,2016.0,GBP,2026-06-21,BMW,X1
318i,209215,https://www.kktcarabam.com/227797-bmw-3-serisi-lefkosa-benzin-otomatik,4000.0,2003.0,GBP,2026-06-21,BMW,3 Serisi
420d,177028,https://www.kktcarabam.com/227793-bmw-4-serisi-lefkosa-dizel-otomatik,25000.0,2016.0,GBP,2026-06-21,BMW,4 Serisi
180 AMG,140000,https://www.kktcarabam.com/207537-mercedes-benz-a-serisi-girne-benzin-otomatik,16500.0,2017.0,GBP,2026-06-21,Mercedes-Benz,A Serisi
1.5 Hybrid Automatic,83308,https://www.kktcarabam.com/227787-honda-fit-lefkosa-benzin-otomatik,13500.0,2021.0,GBP,2026-06-21,Honda,Fit
118d,48605,https://www.kktcarabam.com/227786-bmw-1-serisi-lefkosa-dizel-otomatik,18900.0,2021.0,GBP,2026-06-21,BMW,1 Serisi
1.8,16788,https://www.kktcarabam.com/227785-mazda-3-lefkosa-dizel-otomatik,19500.0,2022.0,GBP,2026-06-21,Mazda,3
320d,180000,https://www.kktcarabam.com/213295-bmw-3-serisi-lefkosa-dizel-otomatik,13250.0,2013.0,GBP,2026-06-21,BMW,3 Serisi
1.3 Automatic,181000,https://www.kktcarabam.com/227801-honda-fit-iskele-benzin-otomatik,5900.0,2012.0,GBP,2026-06-21,Honda,Fit
1.4 Sport,33000,https://www.kktcarabam.com/213253-suzuki-swift-gmagusa-benzin-duz,13999.0,2022.0,GBP,2026-06-21,Suzuki,Swift
1.6,175000,https://www.kktcarabam.com/227748-mini-cooper-girne-benzin-otomatik,4000.0,2008.0,GBP,2026-06-21,MINI,Cooper
AMG Premium,81000,https://www.kktcarabam.com/207294-mercedes-benz-gle-lefkosa-dizel-otomatik,55000.0,2020.0,GBP,2026-06-21,Mercedes-Benz,GLE
40 TDI,109751,https://www.kktcarabam.com/207291-audi-a7-lefkosa-dizel-otomatik,36500.0,2019.0,GBP,2026-06-21,Audi,A7
1.0 i 16V Automatic,50000,https://www.kktcarabam.com/227708-toyota-vitz-lefkosa-benzin-otomatik,10450.0,2019.0,GBP,2026-06-21,Toyota,Vitz
2.0 TD4,115000,https://www.kktcarabam.com/213380-land-rover-freelander-gmagusa-dizel-duz,4350.0,2007.0,GBP,2026-06-21,Land Rover,Freelander
1.3,120000,https://www.kktcarabam.com/207270-honda-fit-girne-benzin-otomatik,7250.0,2013.0,GBP,2026-06-21,Honda,Fit
220 d,240000,https://www.kktcarabam.com/227701-mercedes-benz-e-serisi-girne-dizel-otomatik,23000.0,2016.0,GBP,2026-06-21,Mercedes-Benz,E Serisi
-,47000,https://www.kktcarabam.com/227700-lexus-ux-lefkosa-hibrit-otomatik,23950.0,2021.0,GBP,2026-06-21,Lexus,UX
1.5 i-VTEC CVT,49000,https://www.kktcarabam.com/207297-honda-vezel-gmagusa-benzin-otomatik,24999.0,2023.0,GBP,2026-06-21,Honda,Vezel
-,46266,https://www.kktcarabam.com/213362-mitsubishi-eclipse-cross-lefkosa-plug-in-hibrit-otomatik,23000.0,2021.0,GBP,2026-06-21,Mitsubishi,Eclipse Cross
25d xDrive,205000,https://www.kktcarabam.com/227744-bmw-x5-girne-dizel-otomatik,19900.0,2015.0,GBP,2026-06-21,BMW,X5
-,43482,https://www.kktcarabam.com/227741-jeep-wrangler-lefkosa-benzin-otomatik,54900.0,2021.0,GBP,2026-06-21,Jeep,Wrangler
1.2 Mivec,56699,https://www.kktcarabam.com/227740-mitsubishi-mirage-lefkosa-benzin-otomatik,10900.0,2022.0,GBP,2026-06-21,Mitsubishi,Mirage
e-Power,20633,https://www.kktcarabam.com/227738-nissan-note-lefkosa-benzin-otomatik,15900.0,2021.0,GBP,2026-06-21,Nissan,Note
Carrera,73006,https://www.kktcarabam.com/227737-porsche-911-lefkosa-benzin-otomatik,36900.0,2000.0,GBP,2026-06-21,Porsche,911
1.5 Hybrid Automatic,70000,https://www.kktcarabam.com/227720-honda-fit-lefkosa-hibrit-otomatik,14950.0,2023.0,GBP,2026-06-21,Honda,Fit
2.5 D,195,https://www.kktcarabam.com/227732-nissan-navara-guzelyurt-dizel-otomatik,6500.0,2006.0,GBP,2026-06-21,Nissan,Navara
320i,260000,https://www.kktcarabam.com/207335-bmw-3-serisi-gmagusa-benzin-otomatik,11450.0,2007.0,GBP,2026-06-21,BMW,3 Serisi
1.3,289686,https://www.kktcarabam.com/213356-toyota-vitz-lefkosa-benzin-otomatik,7500.0,2014.0,GBP,2026-06-21,Toyota,Vitz
1.2,137000,https://www.kktcarabam.com/207331-nissan-march-lefkosa-benzin-otomatik,6350.0,2018.0,GBP,2026-06-21,Nissan,March
1.2,155867,https://www.kktcarabam.com/213360-nissan-note-lefkosa-benzin-otomatik,8500.0,2019.0,GBP,2026-06-21,Nissan,Note
40 TDI,104263,https://www.kktcarabam.com/227724-audi-a6-lefkosa-dizel-otomatik,30000.0,2019.0,GBP,2026-06-21,Audi,A6
1.5 T3,70000,https://www.kktcarabam.com/227736-volvo-v40-gmagusa-benzin-otomatik,21500.0,2021.0,GBP,2026-06-21,Volvo,V40
1.8,183000,https://www.kktcarabam.com/208245-toyota-auris-lefkosa-benzin-otomatik,6800.0,2007.0,GBP,2026-06-21,Toyota,Auris
1.0 eTSI,16000,https://www.kktcarabam.com/228398-volkswagen-golf-iskele-benzin-otomatik,20750.0,2022.0,GBP,2026-06-21,Volkswagen,Golf
1.5,104000,https://www.kktcarabam.com/212626-toyota-axio-lefkosa-benzin-otomatik,8000.0,2014.0,GBP,2026-06-21,Toyota,Axio
1.4 Sport,26000,https://www.kktcarabam.com/212630-suzuki-swift-lefkosa-benzin-otomatik,17800.0,2023.0,GBP,2026-06-21,Suzuki,Swift
4.2 Diesel,213000,https://www.kktcarabam.com/228393-toyota-land-cruiser-lefkosa-dizel-otomatik,28900.0,2002.0,GBP,2026-06-21,Toyota,Land Cruiser
1.5 Skyactiv-D,41000,https://www.kktcarabam.com/209080-mazda-2-iskele-dizel-otomatik,12900.0,2021.0,GBP,2026-06-21,Mazda,2
16i sDrive,187489,https://www.kktcarabam.com/212633-bmw-x1-girne-benzin-otomatik,18000.0,2017.0,GBP,2026-06-21,BMW,X1
1.4 T,170542,https://www.kktcarabam.com/228389-renault-megane-lefkosa-benzin-duz,6000.0,2012.0,GBP,2026-06-21,Renault,Megane
1.5 PHEV,75000,https://www.kktcarabam.com/228387-land-rover-range-rover-evoque-gmagusa-benzin-otomatik,30500.0,2022.0,GBP,2026-06-21,Land Rover,Range Rover Evoque
II 2.2 TD4,153000,https://www.kktcarabam.com/209054-land-rover-freelander-lefkosa-dizel-otomatik,9800.0,2008.0,GBP,2026-06-21,Land Rover,Freelander
1.5 Hybrid Automatic,46509,https://www.kktcarabam.com/209037-honda-fit-lefkosa-hibrit-otomatik,14250.0,2023.0,GBP,2026-06-21,Honda,Fit
-,80467,https://www.kktcarabam.com/212644-renault-trafic-lefkosa-dizel-duz,12000.0,2017.0,GBP,2026-06-21,Renault,Trafic
1.3 16V,210000,https://www.kktcarabam.com/209010-mazda-demio-lefkosa-benzin-otomatik,5050.0,2010.0,GBP,2026-06-21,Mazda,Demio
2.8 D-4D Prado,81000,https://www.kktcarabam.com/228376-toyota-land-cruiser-girne-benzin-otomatik,47000.0,2021.0,GBP,2026-06-21,Toyota,Land Cruiser
180,141000,https://www.kktcarabam.com/209003-mercedes-benz-cla-girne-benzin-otomatik,17900.0,2017.0,GBP,2026-06-21,Mercedes-Benz,CLA
520d M Sport,134000,https://www.kktcarabam.com/209143-bmw-5-serisi-lefkosa-dizel-otomatik,27000.0,2019.0,GBP,2026-06-21,BMW,5 Serisi
2.4,147000,https://www.kktcarabam.com/209142-mitsubishi-outlander-lefkosa-plug-in-hibrit-otomatik,24000.0,2020.0,GBP,2026-06-21,Mitsubishi,Outlander
220 d,6753,https://www.kktcarabam.com/228424-mercedes-benz-e-serisi-lefkosa-dizel-otomatik,44000.0,2021.0,GBP,2026-06-21,Mercedes-Benz,E Serisi
-,370149,https://www.kktcarabam.com/209139-ford-transit-custom-lefkosa-dizel-duz,15000.0,2017.0,GBP,2026-06-21,Ford,Transit Custom
-,170000,https://www.kktcarabam.com/209136-vauxhall-movano-lefkosa-dizel-duz,16000.0,2018.0,GBP,2026-06-21,Vauxhall,Movano
350 D,330000,https://www.kktcarabam.com/228407-mercedes-benz-s-serisi-girne-dizel-otomatik,36800.0,2020.0,GBP,2026-06-21,Mercedes-Benz,S Serisi
180,84000,https://www.kktcarabam.com/228404-mercedes-benz-cla-girne-benzin-otomatik,28900.0,2021.0,GBP,2026-06-21,Mercedes-Benz,CLA
2.0,182000,https://www.kktcarabam.com/209126-toyota-rav4-lefkosa-benzin-duz,4500.0,1997.0,GBP,2026-06-21,Toyota,RAV4
4x4,57000,https://www.kktcarabam.com/228371-mitsubishi-l-200-girne-dizel-otomatik,31000.0,2020.0,GBP,2026-06-21,Mitsubishi,L 200
1.3 Automatic,72003,https://www.kktcarabam.com/228370-honda-fit-lefkosa-benzin-otomatik,13900.0,2020.0,GBP,2026-06-21,Honda,Fit
1.5 Sky-G,16505,https://www.kktcarabam.com/208948-mazda-2-gmagusa-benzin-otomatik,11750.0,2023.0,GBP,2026-06-21,Mazda,2
3.0 D,225000,https://www.kktcarabam.com/228335-toyota-hilux-surf-gmagusa-dizel-otomatik,15500.0,2001.0,GBP,2026-06-21,Toyota,Hilux Surf
1.2,39270,https://www.kktcarabam.com/208939-suzuki-swift-gmagusa-benzin-otomatik,11500.0,2023.0,GBP,2026-06-21,Suzuki,Swift
180,110000,https://www.kktcarabam.com/228327-mercedes-benz-b-serisi-gmagusa-benzin-otomatik,13000.0,2018.0,GBP,2026-06-21,Mercedes-Benz,B Serisi
300,97000,https://www.kktcarabam.com/212694-mercedes-benz-e-serisi-gmagusa-benzin-otomatik,50000.0,2022.0,GBP,2026-06-21,Mercedes-Benz,E Serisi
1.8 16V,53049,https://www.kktcarabam.com/208892-toyota-premio-gmagusa-benzin-otomatik,14300.0,2012.0,GBP,2026-06-21,Toyota,Premio
200d,22000,https://www.kktcarabam.com/228320-mercedes-benz-a-serisi-gmagusa-dizel-otomatik,29900.0,2022.0,GBP,2026-06-21,Mercedes-Benz,A Serisi
318i,14000,https://www.kktcarabam.com/228331-bmw-3-serisi-gmagusa-benzin-otomatik,29500.0,2021.0,GBP,2026-06-21,BMW,3 Serisi
4x4,143232,https://www.kktcarabam.com/209144-mitsubishi-l-200-lefkosa-dizel-otomatik,31000.0,2021.0,GBP,2026-06-21,Mitsubishi,L 200
220 d,148060,https://www.kktcarabam.com/208995-mercedes-benz-c-serisi-gmagusa-dizel-otomatik,29500.0,2021.0,GBP,2026-06-21,Mercedes-Benz,C Serisi
1.5,145345,https://www.kktcarabam.com/228365-mazda-axela-girne-benzin-otomatik,7000.0,2011.0,GBP,2026-06-21,Mazda,Axela
-,68000,https://www.kktcarabam.com/212659-nissan-nv200-lefkosa-benzin-otomatik,13500.0,2020.0,GBP,2026-06-21,Nissan,NV200
1.3 Automatic,78000,https://www.kktcarabam.com/208986-honda-fit-lefkosa-benzin-otomatik,11999.0,2022.0,GBP,2026-06-21,Honda,Fit
120i,106000,https://www.kktcarabam.com/228358-bmw-1-serisi-lefkosa-benzin-otomatik,7500.0,2008.0,GBP,2026-06-21,BMW,1 Serisi
1.5 Automatic,300000,https://www.kktcarabam.com/228350-honda-fit-gmagusa-benzin-otomatik,4500.0,2003.0,GBP,2026-06-21,Honda,Fit
4x4,168000,https://www.kktcarabam.com/228349-mitsubishi-l-200-gmagusa-dizel-otomatik,14000.0,2010.0,GBP,2026-06-21,Mitsubishi,L 200
M4 Competition,111045,https://www.kktcarabam.com/228348-bmw-m-serisi-lefkosa-benzin-otomatik,54000.0,2018.0,GBP,2026-06-21,BMW,M Serisi
-,20000,https://www.kktcarabam.com/228344-fiat-500x-gmagusa-benzin-otomatik,16999.0,2022.0,GBP,2026-06-21,Fiat,500X
1.5,40000,https://www.kktcarabam.com/228428-mazda-demio-girne-benzin-otomatik,11250.0,2019.0,GBP,2026-06-21,Mazda,Demio
S,194656,https://www.kktcarabam.com/209149-porsche-cayenne-lefkosa-dizel-otomatik,36900.0,2015.0,GBP,2026-06-21,Porsche,Cayenne
1.2,148000,https://www.kktcarabam.com/209462-renault-kangoo-gmagusa-benzin-otomatik,12250.0,2019.0,GBP,2026-06-21,Renault,Kangoo
1.0,77993,https://www.kktcarabam.com/228528-toyota-yaris-lefkosa-benzin-otomatik,12900.0,2021.0,GBP,2026-06-21,Toyota,Yaris
-,250000,https://www.kktcarabam.com/209452-volkswagen-bora-gmagusa-benzin-duz,2500.0,2000.0,GBP,2026-06-21,Volkswagen,Bora
1.4 HDi,190000,https://www.kktcarabam.com/212476-citroen-c3-gmagusa-benzin-duz,1999.0,2005.0,GBP,2026-06-21,Citroen,C3
1.8 Hybrid,53000,https://www.kktcarabam.com/209474-toyota-corolla-gmagusa-hibrit-otomatik,18900.0,2022.0,GBP,2026-06-21,Toyota,Corolla
e-Power,45000,https://www.kktcarabam.com/228512-nissan-note-gmagusa-hibrit-otomatik,17300.0,2021.0,GBP,2026-06-21,Nissan,Note
-,123920,https://www.kktcarabam.com/228509-audi-sq8-lefkosa-dizel-otomatik,85000.0,2020.0,GBP,2026-06-21,Audi,SQ8
-,103000,https://www.kktcarabam.com/228508-nissan-juke-lefkosa-benzin-otomatik,8000.0,2011.0,GBP,2026-06-21,Nissan,Juke
-,30000,https://www.kktcarabam.com/212497-mini-mini-electric-lefkosa-elektrik-otomatik,22000.0,2022.0,GBP,2026-06-21,MINI,MINI Electric
1.2,84591,https://www.kktcarabam.com/228504-nissan-note-lefkosa-benzin-otomatik,9500.0,2021.0,GBP,2026-06-21,Nissan,Note
-,160000,https://www.kktcarabam.com/228501-hyundai-ix35-lefkosa-benzin-duz,8500.0,2014.0,GBP,2026-06-21,Hyundai,ix35
1.5 dCi,90000,https://www.kktcarabam.com/209481-renault-fluence-lefkosa-benzin-otomatik,6200.0,2011.0,GBP,2026-06-21,Renault,Fluence
523 d xDrive,47000,https://www.kktcarabam.com/209573-bmw-5-serisi-gmagusa-dizel-otomatik,32000.0,2020.0,GBP,2026-06-21,BMW,5 Serisi
220 d,20000,https://www.kktcarabam.com/212420-mercedes-benz-c-serisi-girne-dizel-otomatik,39900.0,2024.0,GBP,2026-06-21,Mercedes-Benz,C Serisi
20d xDrive,255000,https://www.kktcarabam.com/228557-bmw-x1-lefke-dizel-otomatik,12500.0,2010.0,GBP,2026-06-21,BMW,X1
1.5 Hybrid Automatic,44600,https://www.kktcarabam.com/209562-honda-fit-gmagusa-hibrit-otomatik,12750.0,2021.0,GBP,2026-06-21,Honda,Fit
0.65,63000,https://www.kktcarabam.com/228555-suzuki-alto-iskele-benzin-otomatik,5499.0,2019.0,GBP,2026-06-21,Suzuki,Alto
Cross,24000,https://www.kktcarabam.com/209555-toyota-corollalefkosa-hibrit-otomatik,31000.0,2023.0,GBP,2026-06-21,Toyota,Corolla
2.0 TDI,103727,https://www.kktcarabam.com/209546-volkswagen-passat-lefkosa-dizel-otomatik,18000.0,2021.0,GBP,2026-06-21,Volkswagen,Passat
1.8 Hybrid,81000,https://www.kktcarabam.com/228550-toyota-corolla-girne-hibrit-otomatik,20250.0,2021.0,GBP,2026-06-21,Toyota,Corolla
0.65,52500,https://www.kktcarabam.com/209541-suzuki-alto-lefkosa-benzin-otomatik,5300.0,2020.0,GBP,2026-06-21,Suzuki,Alto
-,34400,https://www.kktcarabam.com/228545-volkswagen-t-roc-gmagusa-dizel-otomatik,25000.0,2021.0,GBP,2026-06-21,Volkswagen,T-Roc
1.3 16V,128000,https://www.kktcarabam.com/212447-mazda-demio-girne-benzin-otomatik,9500.0,2017.0,GBP,2026-06-21,Mazda,Demio
-,155000,https://www.kktcarabam.com/228538-jeep-cherokee-lefkosa-dizel-otomatik,18000.0,2015.0,GBP,2026-06-21,Jeep,Cherokee
-,131000,https://www.kktcarabam.com/212449-mazda-cx-5-girne-dizel-otomatik,18990.0,2021.0,GBP,2026-06-21,Mazda,CX-5
0.7 12V,27818,https://www.kktcarabam.com/228537-mazda-carol-lefkosa-benzin-otomatik,7500.0,2019.0,GBP,2026-06-21,Mazda,Carol
Diğer,225000,https://www.kktcarabam.com/228536-honda-cr-v-lefkosa-benzin-otomatik,7000.0,2004.0,GBP,2026-06-21,Honda,CR-V
1.5 Crosstar,67000,https://www.kktcarabam.com/228535-honda-fit-lefkosa-hibrit-otomatik,15999.0,2021.0,GBP,2026-06-21,Honda,Fit
1.5 Hybrid,89125,https://www.kktcarabam.com/209487-toyota-axio-gmagusa-hibrit-otomatik,14500.0,2021.0,GBP,2026-06-21,Toyota,Axio
1.0 i 16V Automatic,110000,https://www.kktcarabam.com/212699-toyota-vitz-lefkosa-benzin-otomatik,8750.0,2019.0,GBP,2026-06-21,Toyota,Vitz
Sierra,30000,https://www.kktcarabam.com/212564-suzuki-jimny-gmagusa-benzin-otomatik,23500.0,2023.0,GBP,2026-06-21,Suzuki,Jimny
1.5i Automatic,170000,https://www.kktcarabam.com/228449-toyota-runx-lefkosa-benzin-otomatik,4900.0,2004.0,GBP,2026-06-21,Toyota,Runx
2.0 di,1,https://www.kktcarabam.com/209204-land-rover-freelander-lefkosa-benzin-duz,3750.0,2002.0,GBP,2026-06-21,Land Rover,Freelander
54 kWh (156 bg) Electric,8531,https://www.kktcarabam.com/228444-jeep-avenger-lefkosa-elektrik-otomatik,29800.0,2025.0,GBP,2026-06-21,Jeep,Avenger
2.0 EcoBlue,50000,https://www.kktcarabam.com/209188-ford-ranger-raptor-girne-dizel-otomatik,48000.0,2021.0,GBP,2026-06-21,Ford,Ranger Raptor
Wildtrak,195000,https://www.kktcarabam.com/228443-ford-ranger-lefkosa-dizel-otomatik,23000.0,2017.0,GBP,2026-06-21,Ford,Ranger
-,39130,https://www.kktcarabam.com/228437-honda-goldwing-gl-1800-lefkosa-benzin-duz,17000.0,2001.0,GBP,2026-06-21,Honda,Goldwing GL 1800
350 d 4Matic AMG,145000,https://www.kktcarabam.com/209155-mercedes-benz-gle-lefkosa-hibrit-otomatik,60000.0,2021.0,GBP,2026-06-21,Mercedes-Benz,GLE
3.0 TDI Quattro S-Line,200000,https://www.kktcarabam.com/209153-audi-q7-lefkosa-dizel-otomatik,40000.0,2016.0,GBP,2026-06-21,Audi,Q7
1.2 Turbo,58000,https://www.kktcarabam.com/228431-toyota-c-hr-lefkosa-benzin-otomatik,19500.0,2020.0,GBP,2026-06-21,Toyota,C-HR
350,25750,https://www.kktcarabam.com/212594-mercedes-benz-eqe-girne-elektrik-otomatik,57000.0,2024.0,GBP,2026-06-21,Mercedes-Benz,EQE
2.4 D,41733,https://www.kktcarabam.com/228429-toyota-hilux-lefkosa-dizel-otomatik,39000.0,2023.0,GBP,2026-06-21,Toyota,Hilux
1.5,150000,https://www.kktcarabam.com/209346-suzuki-sx4-guzelyurt-benzin-otomatik,6200.0,2006.0,GBP,2026-06-21,Suzuki,SX4
-,308004,https://www.kktcarabam.com/209225-mercedes-benz-vito-gmagusa-dizel-duz,12500.0,2014.0,GBP,2026-06-21,Mercedes-Benz,Vito
2.0 e-Skyactiv,46954,https://www.kktcarabam.com/228494-mazda-mx-30-iskele-benzin-otomatik,20500.0,2021.0,GBP,2026-06-21,Mazda,MX-30
1.2,69013,https://www.kktcarabam.com/212532-nissan-note-iskele-benzin-otomatik,10500.0,2021.0,GBP,2026-06-21,Nissan,Note
1.0,80000,https://www.kktcarabam.com/209278-toyota-yaris-gmagusa-benzin-otomatik,12500.0,2021.0,GBP,2026-06-21,Toyota,Yaris
XC,24485,https://www.kktcarabam.com/228488-suzuki-jimny-iskele-benzin-otomatik,20900.0,2023.0,GBP,2026-06-21,Suzuki,Jimny
-,101000,https://www.kktcarabam.com/228459-nissan-dualis-lefkosa-benzin-otomatik,11000.0,2013.0,GBP,2026-06-21,Nissan,Dualis
-,159000,https://www.kktcarabam.com/212540-nissan-juke-girne-benzin-otomatik,6000.0,2010.0,GBP,2026-06-21,Nissan,Juke
1.0i Automatic,29000,https://www.kktcarabam.com/209261-toyota-passo-iskele-benzin-otomatik,7900.0,2021.0,GBP,2026-06-21,Toyota,Passo
-,99000,https://www.kktcarabam.com/228477-mazda-roadstar-lefkosa-benzin-otomatik,11000.0,2000.0,GBP,2026-06-21,Mazda,Roadstar
-,16483,https://www.kktcarabam.com/228475-toyota-raize-gmagusa-benzin-otomatik,22500.0,2025.0,GBP,2026-06-21,Toyota,Raize
-,14000,https://www.kktcarabam.com/228474-toyota-raize-gmagusa-benzin-otomatik,22500.0,2025.0,GBP,2026-06-21,Toyota,Raize
-,144000,https://www.kktcarabam.com/209250-vauxhall-astra-girne-dizel-duz,4500.0,2007.0,GBP,2026-06-21,Vauxhall,Astra
Executive Lounge S,49432,https://www.kktcarabam.com/228470-toyota-alphard-lefkosa-benzin-otomatik,36500.0,2020.0,GBP,2026-06-21,Toyota,Alphard
1.3,86000,https://www.kktcarabam.com/209268-honda-fit-gmagusa-benzin-otomatik,13900.0,2022.0,GBP,2026-06-21,Honda,Fit
1.2,25000,https://www.kktcarabam.com/228148-suzuki-swift-gmagusa-benzin-otomatik,10500.0,2020.0,GBP,2026-06-21,Suzuki,Swift
Hybrid Automatic,32986,https://www.kktcarabam.com/212907-honda-vezel-lefkosa-hibrit-otomatik,25900.0,2022.0,GBP,2026-06-21,Honda,Vezel
1.2,136232,https://www.kktcarabam.com/208423-nissan-note-lefkosa-benzin-otomatik,6000.0,2013.0,GBP,2026-06-21,Nissan,Note
500C 1.3 Mjet,20000,https://www.kktcarabam.com/228140-fiat-500-ailesi-gmagusa-benzin-otomatik,16999.0,2022.0,GBP,2026-06-21,Fiat,500 Ailesi
1.2,161200,https://www.kktcarabam.com/228157-nissan-march-guzelyurt-benzin-otomatik,4250.0,2010.0,GBP,2026-06-21,Nissan,March
220 Sport,99000,https://www.kktcarabam.com/212893-mercedes-benz-cla-girne-benzin-otomatik,31750.0,2021.0,GBP,2026-06-21,Mercedes-Benz,CLA
3.0 SDV6,112000,https://www.kktcarabam.com/228163-land-rover-range-rover-sport-lefkosa-dizel-otomatik,49900.0,2021.0,GBP,2026-06-21,Land Rover,Range Rover Sport
1.3,110000,https://www.kktcarabam.com/208541-toyota-vitz-girne-benzin-otomatik,6000.0,2013.0,GBP,2026-06-21,Toyota,Vitz
Hatchback,7800,https://www.kktcarabam.com/212860-audi-a3-lefkosa-benzin-otomatik,25500.0,2022.0,GBP,2026-06-21,Audi,A3
1.4,205996,https://www.kktcarabam.com/208516-ford-fiesta-girne-benzin-otomatik,5500.0,2012.0,GBP,2026-06-21,Ford,Fiesta
3.0 SDV6,222000,https://www.kktcarabam.com/208508-land-rover-range-rover-sport-gmagusa-dizel-otomatik,19500.0,2010.0,GBP,2026-06-21,Land Rover,Range Rover Sport
1.5,190000,https://www.kktcarabam.com/228178-mazda-axela-girne-benzin-otomatik,4000.0,2005.0,GBP,2026-06-21,Mazda,Axela
-,4133,https://www.kktcarabam.com/212867-honda-nc-750-x-dct-lefkosa-benzin-otomatik,11500.0,2022.0,GBP,2026-06-21,Honda,NC 750 X DCT
-,72000,https://www.kktcarabam.com/208477-suzuki-x-90-lefkosa-benzin-duz,12900.0,1997.0,GBP,2026-06-21,Suzuki,X-90
1.3,188000,https://www.kktcarabam.com/228172-suzuki-swift-lefkosa-benzin-otomatik,4700.0,2007.0,GBP,2026-06-21,Suzuki,Swift
520d,53000,https://www.kktcarabam.com/212879-bmw-5-serisi-lefkosa-dizel-otomatik,43000.0,2023.0,GBP,2026-06-21,BMW,5 Serisi
-,1,https://www.kktcarabam.com/228165-ford-transit-lefkosa-dizel-duz,6600.0,2008.0,GBP,2026-06-21,Ford,Transit
220 d,230000,https://www.kktcarabam.com/228173-mercedes-benz-e-serisi-gmagusa-dizel-otomatik,22900.0,2015.0,GBP,2026-06-21,Mercedes-Benz,E Serisi
-,15280,https://www.kktcarabam.com/228134-mazda-cx-5-girne-dizel-otomatik,22000.0,2021.0,GBP,2026-06-21,Mazda,CX-5
-,49800,https://www.kktcarabam.com/212961-honda-freed-lefkosa-hibrit-otomatik,17000.0,2022.0,GBP,2026-06-21,Honda,Freed
1.5,147000,https://www.kktcarabam.com/208299-toyota-axio-lefkosa-benzin-otomatik,5500.0,2007.0,GBP,2026-06-21,Toyota,Axio
180,19000,https://www.kktcarabam.com/228092-mercedes-benz-a-serisi-lefkosa-benzin-otomatik,27500.0,2022.0,GBP,2026-06-21,Mercedes-Benz,A Serisi
220 d,200000,https://www.kktcarabam.com/228089-mercedes-benz-e-serisi-gmagusa-dizel-otomatik,25000.0,2018.0,GBP,2026-06-21,Mercedes-Benz,E Serisi
1.2,118000,https://www.kktcarabam.com/228087-nissan-note-iskele-benzin-otomatik,5500.0,2015.0,GBP,2026-06-21,Nissan,Note
220 d,280000,https://www.kktcarabam.com/228086-mercedes-benz-e-serisi-lefkosa-dizel-otomatik,23000.0,2017.0,GBP,2026-06-21,Mercedes-Benz,E Serisi
1.0 TFSI,125000,https://www.kktcarabam.com/228082-audi-q2-lefkosa-benzin-otomatik,18400.0,2017.0,GBP,2026-06-21,Audi,Q2
520d M Sport,200000,https://www.kktcarabam.com/228080-bmw-5-serisi-gmagusa-dizel-otomatik,17000.0,2016.0,GBP,2026-06-21,BMW,5 Serisi
1.0,27000,https://www.kktcarabam.com/212974-nissan-march-girne-benzin-otomatik,8000.0,2020.0,GBP,2026-06-21,Nissan,March
330i,257495,https://www.kktcarabam.com/208339-bmw-3-serisi-lefkosa-benzin-otomatik,4500.0,2004.0,GBP,2026-06-21,BMW,3 Serisi
1.2,80000,https://www.kktcarabam.com/212975-nissan-note-girne-benzin-otomatik,9500.0,2021.0,GBP,2026-06-21,Nissan,Note
-,1,https://www.kktcarabam.com/228071-yamaha-diger-guzelyurt-benzin-duz,6500.0,1997.0,GBP,2026-06-21,Yamaha,Diğer
