Category,KM,Link,Price,Year,Currency,DATE,Brand,Model
1.0,76000,https://www.kktcarabam.com/215801-toyota-yaris-gmagusa-benzin-otomatik,11900.0,2022.0,GBP,2025-12-25,Toyota,Yaris
Sportback,76000,https://www.kktcarabam.com/215472-audi-a3-girne-benzin-otomatik,17500.0,2019.0,GBP,2025-12-25,Audi,A3
1.5i,220000,https://www.kktcarabam.com/216024-mazda-familia-guzelyurt-benzin-otomatik,3700.0,2002.0,GBP,2025-12-25,Mazda,Familia
1.3,202000,https://www.kktcarabam.com/216013-suzuki-swift-girne-benzin-otomatik,4750.0,2006.0,GBP,2025-12-25,Suzuki,Swift
1.8 Hybrid,21000,https://www.kktcarabam.com/216004-toyota-c-hr-gmagusa-hibrit-otomatik,23500.0,2021.0,GBP,2025-12-25,Toyota,C-HR
-,1610,https://www.kktcarabam.com/215946-honda-diger-lefkosa-benzin-otomatik,1500.0,2019.0,GBP,2025-12-25,Honda,Diğer
220d,170000,https://www.kktcarabam.com/197958-mercedes-benz-cls-gmagusa-dizel-otomatik,22500.0,2017.0,GBP,2025-12-25,Mercedes-Benz,CLS
35 TFSI,37000,https://www.kktcarabam.com/215971-audi-q3-lefkosa-benzin-otomatik,31000.0,2022.0,GBP,2025-12-25,Audi,Q3
-,82000,https://www.kktcarabam.com/215002-isuzu-d-max-gmagusa-dizel-otomatik,24500.0,2019.0,GBP,2025-12-25,Isuzu,D-Max
180,131500,https://www.kktcarabam.com/202835-mercedes-benz-a-serisi-girne-benzin-otomatik,13500.0,2015.0,GBP,2025-12-25,Mercedes-Benz,A Serisi
1.5 i-VTEC Hybrid Automatic,27000,https://www.kktcarabam.com/202940-honda-vezel-lefkosa-hibrit-otomatik,30900.0,2022.0,GBP,2025-12-25,Honda,Vezel
2.0 TD4,65000,https://www.kktcarabam.com/200785-land-rover-discovery-sport-girne-dizel-yari-otomatik,27900.0,2020.0,GBP,2025-12-25,Land Rover,Discovery Sport
e-Power,124000,https://www.kktcarabam.com/200783-nissan-note-girne-hibrit-otomatik,12250.0,2020.0,GBP,2025-12-25,Nissan,Note
2.0 TD4,96561,https://www.kktcarabam.com/200781-land-rover-range-rover-evoque-girne-dizel-yari-otomatik,20900.0,2019.0,GBP,2025-12-25,Land Rover,Range Rover Evoque
2.0 TFSI,65000,https://www.kktcarabam.com/200813-audi-a4-gmagusa-benzin-otomatik,29500.0,2021.0,GBP,2025-12-25,Audi,A4
1.5,226000,https://www.kktcarabam.com/215312-toyota-auris-gmagusa-benzin-otomatik,9500.0,2014.0,GBP,2025-12-25,Toyota,Auris
1.3,176000,https://www.kktcarabam.com/215441-suzuki-swift-lefkosa-benzin-otomatik,4350.0,2005.0,GBP,2025-12-25,Suzuki,Swift
1.4 TFSI,79978,https://www.kktcarabam.com/215456-audi-a1-gmagusa-benzin-otomatik,13900.0,2015.0,GBP,2025-12-25,Audi,A1
1.2 Turbo,74000,https://www.kktcarabam.com/200421-toyota-c-hr-lefkosa-benzin-otomatik,17990.0,2017.0,GBP,2025-12-25,Toyota,C-HR
350 D,168000,https://www.kktcarabam.com/201774-mercedes-benz-s-serisi-girne-dizel-yari-otomatik,33900.0,2014.0,GBP,2025-12-25,Mercedes-Benz,S Serisi
1.5 eTSI,15000,https://www.kktcarabam.com/194251-seat-leon-girne-hibrit-otomatik,21000.0,2021.0,GBP,2025-12-25,Seat,Leon
1.0 i 12V,141000,https://www.kktcarabam.com/216803-toyota-vitz-iskele-benzin-otomatik,6400.0,2013.0,GBP,2025-12-25,Toyota,Vitz
1.5 Hybrit,110000,https://www.kktcarabam.com/216764-toyota-aqua-girne-hibrit-otomatik,6500.0,2012.0,GBP,2025-12-25,Toyota,Aqua
1.2,34,https://www.kktcarabam.com/216776-nissan-note-girne-benzin-otomatik,9000.0,2020.0,GBP,2025-12-25,Nissan,Note
1.6,245000,https://www.kktcarabam.com/216894-ford-fiesta-lefkosa-benzin-otomatik,4500.0,2014.0,GBP,2025-12-25,Ford,Fiesta
1.3,52000,https://www.kktcarabam.com/216859-toyota-vitz-lefkosa-benzin-otomatik,9500.0,2018.0,GBP,2025-12-25,Toyota,Vitz
180,178000,https://www.kktcarabam.com/192450-mercedes-benz-c-serisi-girne-benzin-otomatik,11499.0,2011.0,GBP,2025-12-25,Mercedes-Benz,C Serisi
1.3 Automatic,60000,https://www.kktcarabam.com/191949-honda-fit-lefkosa-benzin-otomatik,14500.0,2022.0,GBP,2025-12-25,Honda,Fit
1.2,57000,https://www.kktcarabam.com/216348-nissan-note-gmagusa-benzin-otomatik,8750.0,2018.0,GBP,2025-12-25,Nissan,Note
235i M Sport,57000,https://www.kktcarabam.com/196308-bmw-2-serisi-gmagusa-benzin-otomatik,29500.0,2021.0,GBP,2025-12-25,BMW,2 Serisi
1.2 TSI,136000,https://www.kktcarabam.com/216432-volkswagen-golf-lefkosa-benzin-otomatik,11500.0,2015.0,GBP,2025-12-25,Volkswagen,Golf
2.0 D3,286000,https://www.kktcarabam.com/216390-volvo-xc40-gmagusa-dizel-otomatik,19000.0,2019.0,GBP,2025-12-25,Volvo,XC40
1.5 Hybrid Automatic,22000,https://www.kktcarabam.com/216177-honda-fit-gmagusa-dizel-otomatik,16900.0,2024.0,GBP,2025-12-25,Honda,Fit
e-Power,38600,https://www.kktcarabam.com/216649-nissan-note-girne-hibrit-otomatik,15500.0,2021.0,GBP,2025-12-25,Nissan,Note
1.2 TSI,170000,https://www.kktcarabam.com/216712-volkswagen-polo-lefkosa-benzin-otomatik,7900.0,2014.0,GBP,2025-12-25,Volkswagen,Polo
2.0 D3,286000,https://www.kktcarabam.com/216743-volvo-xc40-gmagusa-dizel-otomatik,19500.0,2019.0,GBP,2025-12-25,Volvo,XC40
0.65,255000,https://www.kktcarabam.com/216733-suzuki-alto-guzelyurt-benzin-otomatik,3400.0,2014.0,GBP,2025-12-25,Suzuki,Alto
523d,192000,https://www.kktcarabam.com/216453-bmw-5-serisi-gmagusa-dizel-otomatik,28500.0,2018.0,GBP,2025-12-25,BMW,5 Serisi
RS5,65000,https://www.kktcarabam.com/195427-audi-rs-gmagusa-benzin-otomatik,80000.0,2021.0,GBP,2025-12-25,Audi,RS
118i,35984,https://www.kktcarabam.com/212596-bmw-1-serisi-iskele-benzin-otomatik,19900.0,2021.0,GBP,2025-12-25,BMW,1 Serisi
-,289682,https://www.kktcarabam.com/212578-isuzu-d-max-lefkosa-dizel-otomatik,16900.0,2014.0,GBP,2025-12-25,Isuzu,D-Max
1.5,95000,https://www.kktcarabam.com/209521-toyota-auris-gmagusa-benzin-otomatik,12800.0,2016.0,GBP,2025-12-25,Toyota,Auris
2.0 Hybrid,26747,https://www.kktcarabam.com/213122-honda-cr-v-lefkosa-hibrit-otomatik,31000.0,2021.0,GBP,2025-12-25,Honda,CR-V
1.2 TSI,120000,https://www.kktcarabam.com/208309-volkswagen-golf-lefkosa-benzin-otomatik,13500.0,2014.0,GBP,2025-12-25,Volkswagen,Golf
2.0 GTI TCR,120000,https://www.kktcarabam.com/208308-volkswagen-golf-lefkosa-benzin-otomatik,13750.0,2012.0,GBP,2025-12-25,Volkswagen,Golf
520d,180000,https://www.kktcarabam.com/208306-bmw-5-serisi-lefkosa-dizel-otomatik,8500.0,2007.0,GBP,2025-12-25,BMW,5 Serisi
1.2,49000,https://www.kktcarabam.com/208279-nissan-note-lefkosa-benzin-otomatik,9500.0,2019.0,GBP,2025-12-25,Nissan,Note
300 D,160000,https://www.kktcarabam.com/212899-mercedes-benz-e-serisi-girne-dizel-yari-otomatik,39900.0,2021.0,GBP,2025-12-25,Mercedes-Benz,E Serisi
1.2,65000,https://www.kktcarabam.com/212897-suzuki-swift-girne-benzin-yari-otomatik,12500.0,2020.0,GBP,2025-12-25,Suzuki,Swift
180,114000,https://www.kktcarabam.com/211666-mercedes-benz-c-serisi-girne-benzin-otomatik,16500.0,2015.0,GBP,2025-12-25,Mercedes-Benz,C Serisi
2.0 TDI,40000,https://www.kktcarabam.com/212152-audi-q2-gmagusa-dizel-otomatik,23990.0,2022.0,GBP,2025-12-25,Audi,Q2
1.3 Automatic,88200,https://www.kktcarabam.com/211888-honda-fit-lefkosa-benzin-otomatik,8500.0,2015.0,GBP,2025-12-25,Honda,Fit
-,331000,https://www.kktcarabam.com/210384-isuzu-bighorn-girne-dizel-otomatik,6000.0,2002.0,GBP,2025-12-25,Isuzu,Bighorn
1.2 TSI,236617,https://www.kktcarabam.com/205270-volkswagen-golf-lefkosa-benzin-otomatik,11500.0,2014.0,GBP,2025-12-25,Volkswagen,Golf
1.5,94,https://www.kktcarabam.com/205320-toyota-auris-gmagusa-benzin-otomatik,12800.0,2016.0,GBP,2025-12-25,Toyota,Auris
1.2,130000,https://www.kktcarabam.com/214162-suzuki-swift-guzelyurt-benzin-otomatik,6750.0,2013.0,GBP,2025-12-25,Suzuki,Swift
-,33079,https://www.kktcarabam.com/205354-mazda-cx-5-lefkosa-benzin-otomatik,25000.0,2021.0,GBP,2025-12-25,Mazda,CX-5
1.5 VTEC,239000,https://www.kktcarabam.com/214598-honda-civic-guzelyurt-benzin-otomatik,4500.0,2000.0,GBP,2025-12-25,Honda,Civic
1.3 16V Automatic,115000,https://www.kktcarabam.com/213564-toyota-vitz-girne-benzin-otomatik,6900.0,2011.0,GBP,2025-12-25,Toyota,Vitz
1.2,68000,https://www.kktcarabam.com/213549-volkswagen-polo-lefkosa-benzin-otomatik,8250.0,2014.0,GBP,2025-12-25,Volkswagen,Polo
1.2,50000,https://www.kktcarabam.com/213332-nissan-note-lefkosa-benzin-otomatik,8700.0,2019.0,GBP,2025-12-25,Nissan,Note
220d,75639,https://www.kktcarabam.com/206203-mercedes-benz-glc-coupe-lefkosa-dizel-otomatik,36000.0,2018.0,GBP,2025-12-25,Mercedes-Benz,GLC Coupe
40 TDI,180000,https://www.kktcarabam.com/206202-audi-a6-lefkosa-dizel-otomatik,25000.0,2020.0,GBP,2025-12-25,Audi,A6
1.4,98000,https://www.kktcarabam.com/206215-citroen-c4-iskele-benzin-otomatik,11450.0,2018.0,GBP,2025-12-25,Citroen,C4
-,57800,https://www.kktcarabam.com/205808-mazda-cx-3-lefkosa-benzin-otomatik,18000.0,2021.0,GBP,2025-12-25,Mazda,CX-3
1.5 Sky-G,23000,https://www.kktcarabam.com/213896-mazda-2-lefkosa-benzin-otomatik,11900.0,2021.0,GBP,2025-12-25,Mazda,2
320d,170000,https://www.kktcarabam.com/206611-bmw-3-serisi-lefkosa-dizel-otomatik,17000.0,2017.0,GBP,2025-12-25,BMW,3 Serisi
-,79000,https://www.kktcarabam.com/174721-toyota-town-ace-lefkosa-benzin-otomatik,14250.0,2022.0,GBP,2025-12-25,Toyota,Town Ace
1.8 Hybrid,184,https://www.kktcarabam.com/169396-toyota-corolla-lefkosa-hibrit-otomatik,19990.0,2022.0,GBP,2025-12-25,Toyota,Corolla
Sorio,1,https://www.kktcarabam.com/173067-suzuki-wagon-r-gmagusa-hibrit-otomatik,10500.0,2021.0,GBP,2025-12-25,Suzuki,Wagon R
1.5 Sky-G,76500,https://www.kktcarabam.com/184615-mazda-2-girne-benzin-otomatik,13499.0,2021.0,GBP,2025-12-25,Mazda,2
4x4,112654,https://www.kktcarabam.com/185924-mitsubishi-l-200-gmagusa-dizel-duz,22500.0,2017.0,GBP,2025-12-25,Mitsubishi,L 200
1.2,53330,https://www.kktcarabam.com/187308-nissan-note-girne-dizel-otomatik,9100.0,2020.0,GBP,2025-12-25,Nissan,Note
Sportback,107355,https://www.kktcarabam.com/180820-audi-a3-lefkosa-benzin-otomatik,16900.0,2017.0,GBP,2025-12-25,Audi,A3
1.0 i 16V Automatic,133000,https://www.kktcarabam.com/181351-toyota-vitz-girne-benzin-otomatik,6250.0,2013.0,GBP,2025-12-25,Toyota,Vitz
-,76450,https://www.kktcarabam.com/213116-toyota-yaris-cross-gmagusa-benzin-otomatik,19900.0,2021.0,GBP,2025-12-26,Toyota,Yaris Cross
-,123000,https://www.kktcarabam.com/215145-mazda-cx-30-gmagusa-dizel-otomatik,19900.0,2020.0,GBP,2025-12-26,Mazda,CX-30
250 E,90000,https://www.kktcarabam.com/213370-mercedes-benz-a-serisi-girne-hibrit-otomatik,26999.0,2021.0,GBP,2025-12-26,Mercedes-Benz,A Serisi
50 Quattro,11500,https://www.kktcarabam.com/186265-audi-e-tron-girne-elektrik-otomatik,30000.0,2021.0,GBP,2025-12-26,Audi,E-Tron
1.4 TSI,227000,https://www.kktcarabam.com/216952-volkswagen-tiguan-girne-benzin-duz,7500.0,2009.0,GBP,2025-12-26,Volkswagen,Tiguan
250,157716,https://www.kktcarabam.com/213335-mercedes-benz-cla-girne-hibrit-otomatik,34999.0,2023.0,GBP,2025-12-26,Mercedes-Benz,CLA
250,168981,https://www.kktcarabam.com/213336-mercedes-benz-cla-girne-hibrit-otomatik,34999.0,2022.0,GBP,2025-12-26,Mercedes-Benz,CLA
-,30,https://www.kktcarabam.com/53455-jeep-wrangler-lefkosa-benzin-otomatik,69800.0,2022.0,GBP,2025-12-26,Jeep,Wrangler
220 d,133576,https://www.kktcarabam.com/208479-mercedes-benz-e-serisi-iskele-dizel-otomatik,33800.0,2018.0,GBP,2025-12-26,Mercedes-Benz,E Serisi
520d M Sport,154000,https://www.kktcarabam.com/216905-bmw-5-serisi-girne-dizel-yari-otomatik,15250.0,2013.0,GBP,2025-12-26,BMW,5 Serisi
1.6 GT,28000,https://www.kktcarabam.com/193789-renault-megane-lefkosa-benzin-otomatik,18000.0,2021.0,GBP,2025-12-26,Renault,Megane
1.3,50000,https://www.kktcarabam.com/208251-toyota-vitz-lefkosa-benzin-otomatik,9900.0,2018.0,GBP,2025-12-26,Toyota,Vitz
1.4 Sport,19000,https://www.kktcarabam.com/216878-suzuki-swift-gmagusa-benzin-otomatik,17500.0,2024.0,GBP,2025-12-26,Suzuki,Swift
-,18,https://www.kktcarabam.com/216944-nissan-silvia-guzelyurt-benzin-duz,39990.0,2001.0,GBP,2025-12-26,Nissan,Silvia
1.6,132771,https://www.kktcarabam.com/215782-toyota-corolla-lefkosa-benzin-otomatik,10800.0,2014.0,GBP,2025-12-26,Toyota,Corolla
1.0 TSI,60000,https://www.kktcarabam.com/200287-volkswagen-polo-lefkosa-benzin-otomatik,12000.0,2019.0,GBP,2025-12-26,Volkswagen,Polo
420i Gran Coupe,14000,https://www.kktcarabam.com/201530-bmw-4-serisi-girne-benzin-otomatik,36000.0,2022.0,GBP,2025-12-26,BMW,4 Serisi
1.2,120000,https://www.kktcarabam.com/198868-nissan-note-lefkosa-benzin-otomatik,8000.0,2018.0,GBP,2025-12-26,Nissan,Note
30 TFSI,124323,https://www.kktcarabam.com/193613-audi-q2-lefkosa-benzin-otomatik,21500.0,2018.0,GBP,2025-12-26,Audi,Q2
-,38000,https://www.kktcarabam.com/193826-toyota-yaris-cross-lefkosa-hibrit-otomatik,19990.0,2023.0,GBP,2025-12-26,Toyota,Yaris Cross
420i Gran Coupe,11000,https://www.kktcarabam.com/216883-bmw-4-serisi-gmagusa-benzin-otomatik,37500.0,2023.0,GBP,2025-12-26,BMW,4 Serisi
318i,210000,https://www.kktcarabam.com/205923-bmw-3-serisi-lefkosa-benzin-otomatik,12999.0,2016.0,GBP,2025-12-26,BMW,3 Serisi
Sportback,129000,https://www.kktcarabam.com/216766-audi-a5-lefkosa-dizel-otomatik,15900.0,2014.0,GBP,2025-12-26,Audi,A5
1.3,143500,https://www.kktcarabam.com/214608-honda-fit-guzelyurt-benzin-otomatik,6250.0,2013.0,GBP,2025-12-26,Honda,Fit
-,26500,https://www.kktcarabam.com/166509-mini-mini-electric-girne-elektrik-otomatik,21499.0,2020.0,GBP,2025-12-26,MINI,MINI Electric
220 d,360000,https://www.kktcarabam.com/203908-mercedes-benz-e-serisi-iskele-dizel-otomatik,20000.0,2018.0,GBP,2025-12-26,Mercedes-Benz,E Serisi
2.5 D,183465,https://www.kktcarabam.com/175593-toyota-hilux-gmagusa-dizel-duz,15800.0,2013.0,GBP,2025-12-26,Toyota,Hilux
2.0 TD4,51550,https://www.kktcarabam.com/167028-land-rover-range-rover-evoque-girne-dizel-otomatik,32000.0,2020.0,GBP,2025-12-26,Land Rover,Range Rover Evoque
1.3 Automatic,12000,https://www.kktcarabam.com/215033-honda-fit-lefkosa-benzin-otomatik,14000.0,2022.0,GBP,2025-12-26,Honda,Fit
350,95000,https://www.kktcarabam.com/216100-mercedes-benz-e-serisi-girne-benzin-otomatik,32000.0,2021.0,GBP,2025-12-26,Mercedes-Benz,E Serisi
30 TFSI,103640,https://www.kktcarabam.com/165361-audi-q2-lefkosa-benzin-otomatik,23500.0,2020.0,GBP,2025-12-26,Audi,Q2
1.3,292000,https://www.kktcarabam.com/216412-ford-festiva-lefkosa-benzin-duz,6999.0,1992.0,GBP,2025-12-26,Ford,Festiva
250 d 4Matic AMG Premium,125366,https://www.kktcarabam.com/214731-mercedes-benz-gle-girne-dizel-otomatik,38000.0,2019.0,GBP,2025-12-26,Mercedes-Benz,GLE
Cross,39000,https://www.kktcarabam.com/202826-toyota-corollalefkosa-benzin-otomatik,30990.0,2023.0,GBP,2025-12-26,Toyota,Corolla
1.2,82600,https://www.kktcarabam.com/215476-nissan-note-lefkosa-benzin-otomatik,8250.0,2019.0,GBP,2025-12-26,Nissan,Note
2.0,51225,https://www.kktcarabam.com/169519-land-rover-range-rover-velar-girne-dizel-otomatik,45000.0,2021.0,GBP,2025-12-26,Land Rover,Range Rover Velar
1.6,150124,https://www.kktcarabam.com/196553-renault-megane-lefkosa-benzin-duz,3500.0,2006.0,GBP,2025-12-26,Renault,Megane
1.3 Automatic,200000,https://www.kktcarabam.com/214831-honda-fit-lefkosa-benzin-otomatik,3500.0,2003.0,GBP,2025-12-26,Honda,Fit
1.2,85000,https://www.kktcarabam.com/214748-nissan-march-gmagusa-benzin-otomatik,8750.0,2022.0,GBP,2025-12-26,Nissan,March
1.4 MPI,219686,https://www.kktcarabam.com/214771-hyundai-i20-girne-benzin-otomatik,4999.0,2014.0,GBP,2025-12-26,Hyundai,i20
2.0,160934,https://www.kktcarabam.com/182534-land-rover-range-rover-velar-iskele-dizel-otomatik,30500.0,2019.0,GBP,2025-12-26,Land Rover,Range Rover Velar
1.3,123000,https://www.kktcarabam.com/216322-suzuki-swift-girne-benzin-otomatik,7800.0,2014.0,GBP,2025-12-26,Suzuki,Swift
330i,65983,https://www.kktcarabam.com/216317-bmw-3-serisi-gmagusa-benzin-otomatik,30000.0,2022.0,GBP,2025-12-26,BMW,3 Serisi
1.2,107752,https://www.kktcarabam.com/200024-nissan-march-girne-benzin-otomatik,6500.0,2014.0,GBP,2025-12-26,Nissan,March
Diğer,116000,https://www.kktcarabam.com/214998-honda-cr-v-lefkosa-dizel-otomatik,16500.0,2017.0,GBP,2025-12-26,Honda,CR-V
1.5,168000,https://www.kktcarabam.com/214309-mazda-demio-lefkosa-benzin-otomatik,4750.0,2006.0,GBP,2025-12-26,Mazda,Demio
220 d,233355,https://www.kktcarabam.com/215673-mercedes-benz-e-serisi-gmagusa-dizel-otomatik,16500.0,2015.0,GBP,2025-12-26,Mercedes-Benz,E Serisi
1.6 Ti-VCT,153,https://www.kktcarabam.com/216667-ford-focus-gmagusa-benzin-otomatik,6250.0,2012.0,GBP,2025-12-26,Ford,Focus
1.3 Automatic,139000,https://www.kktcarabam.com/215659-honda-fit-gmagusa-benzin-otomatik,6800.0,2011.0,GBP,2025-12-26,Honda,Fit
-,167000,https://www.kktcarabam.com/206089-nissan-juke-girne-benzin-otomatik,7950.0,2012.0,GBP,2025-12-26,Nissan,Juke
400 AMG Line Premium Plus,35000,https://www.kktcarabam.com/196829-mercedes-benz-eqc-girne-elektrik-otomatik,34500.0,2022.0,GBP,2025-12-26,Mercedes-Benz,EQC
-,80400,https://www.kktcarabam.com/213628-jeep-wrangler-lefkosa-dizel-otomatik,17500.0,2019.0,GBP,2025-12-26,Jeep,Wrangler
1.5,143000,https://www.kktcarabam.com/207179-suzuki-sx4-lefkosa-benzin-otomatik,6000.0,2009.0,GBP,2025-12-26,Suzuki,SX4
1.5,52000,https://www.kktcarabam.com/206920-toyota-yaris-lefkosa-benzin-otomatik,14900.0,2021.0,GBP,2025-12-26,Toyota,Yaris
1.2,145000,https://www.kktcarabam.com/216719-suzuki-solio-gmagusa-benzin-otomatik,8900.0,2019.0,GBP,2025-12-26,Suzuki,Solio
118i,23000,https://www.kktcarabam.com/206846-bmw-1-serisi-girne-benzin-otomatik,19999.0,2021.0,GBP,2025-12-26,BMW,1 Serisi
1.2,53000,https://www.kktcarabam.com/216710-nissan-march-girne-benzin-otomatik,7500.0,2021.0,GBP,2025-12-26,Nissan,March
1.5,250000,https://www.kktcarabam.com/215063-mazda-axela-lefkosa-benzin-otomatik,4900.0,2004.0,GBP,2025-12-26,Mazda,Axela
1.5 i-VTEC Hybrid Automatic,110000,https://www.kktcarabam.com/215062-honda-vezel-lefkosa-hibrit-otomatik,14900.0,2015.0,GBP,2025-12-26,Honda,Vezel
220 d,89000,https://www.kktcarabam.com/214146-mercedes-benz-c-serisi-gmagusa-dizel-otomatik,35500.0,2023.0,GBP,2025-12-26,Mercedes-Benz,C Serisi
1.0 TSI,78000,https://www.kktcarabam.com/215591-volkswagen-polo-iskele-benzin-otomatik,13000.0,2020.0,GBP,2025-12-26,Volkswagen,Polo
2.0 TSI,170000,https://www.kktcarabam.com/216513-volkswagen-tiguan-lefkosa-dizel-otomatik,10999.0,2012.0,GBP,2025-12-26,Volkswagen,Tiguan
-,127000,https://www.kktcarabam.com/205775-toyota-rush-lefkosa-benzin-otomatik,10500.0,2013.0,GBP,2025-12-26,Toyota,Rush
1.8 Hybrid,29000,https://www.kktcarabam.com/201989-toyota-corolla-gmagusa-benzin-otomatik,19900.0,2022.0,GBP,2025-12-26,Toyota,Corolla
1.6,325640,https://www.kktcarabam.com/213994-volkswagen-golf-girne-benzin-otomatik,4500.0,2004.0,GBP,2025-12-26,Volkswagen,Golf
350 D,481190,https://www.kktcarabam.com/195467-mercedes-benz-s-serisi-girne-dizel-otomatik,15999.0,2014.0,GBP,2025-12-26,Mercedes-Benz,S Serisi
1.5 i-VTEC Hybrid Automatic,1,https://www.kktcarabam.com/205831-honda-vezel-lefkosa-hibrit-otomatik,15900.0,2015.0,GBP,2025-12-26,Honda,Vezel
320i,27000,https://www.kktcarabam.com/216171-bmw-3-serisi-gmagusa-benzin-otomatik,31500.0,2021.0,GBP,2025-12-26,BMW,3 Serisi
e-Power,65000,https://www.kktcarabam.com/215996-nissan-note-gmagusa-hibrit-otomatik,14500.0,2022.0,GBP,2025-12-26,Nissan,Note
1.5 V-TEC,24578,https://www.kktcarabam.com/192188-honda-cr-v-lefkosa-benzin-otomatik,29900.0,2022.0,GBP,2025-12-26,Honda,CR-V
420i Gran Coupe,10000,https://www.kktcarabam.com/215993-bmw-4-serisi-gmagusa-benzin-otomatik,37500.0,2023.0,GBP,2025-12-26,BMW,4 Serisi
1.2 TSI,156000,https://www.kktcarabam.com/212168-volkswagen-polo-lefkosa-benzin-otomatik,7500.0,2013.0,GBP,2025-12-26,Volkswagen,Polo
3.0d M Sport,53000,https://www.kktcarabam.com/188917-bmw-x5-gmagusa-dizel-otomatik,67000.0,2023.0,GBP,2025-12-26,BMW,X5
200 CDI,270000,https://www.kktcarabam.com/188925-mercedes-benz-c-serisi-lefkosa-dizel-otomatik,5000.0,2002.0,GBP,2025-12-26,Mercedes-Benz,C Serisi
116i,179000,https://www.kktcarabam.com/188933-bmw-1-serisi-girne-benzin-otomatik,10500.0,2012.0,GBP,2025-12-26,BMW,1 Serisi
1.0 T-GDI,26000,https://www.kktcarabam.com/188937-hyundai-i20-active-girne-benzin-otomatik,22000.0,2023.0,GBP,2025-12-26,Hyundai,i20 Active
3.2 TDCi,135000,https://www.kktcarabam.com/93347-ford-ranger-girne-dizel-otomatik,27500.0,2017.0,GBP,2025-12-26,Ford,Ranger
2.0 MHEV,29500,https://www.kktcarabam.com/93493-maserati-ghibli-girne-benzin-otomatik,54500.0,2022.0,GBP,2025-12-26,Maserati,Ghibli
220 d,106444,https://www.kktcarabam.com/181403-mercedes-benz-e-serisi-iskele-dizel-otomatik,34800.0,2019.0,GBP,2025-12-26,Mercedes-Benz,E Serisi
320d xDrive,52170,https://www.kktcarabam.com/211019-bmw-3-serisi-gmagusa-dizel-otomatik,29900.0,2021.0,GBP,2025-12-26,BMW,3 Serisi
-,98000,https://www.kktcarabam.com/215921-jeep-renegade-lefkosa-benzin-otomatik,13400.0,2017.0,GBP,2025-12-26,Jeep,Renegade
-,104000,https://www.kktcarabam.com/104529-toyota-raize-gmagusa-benzin-otomatik,13500.0,2021.0,GBP,2025-12-26,Toyota,Raize
e-Power,69000,https://www.kktcarabam.com/211150-nissan-note-gmagusa-hibrit-otomatik,13500.0,2022.0,GBP,2025-12-26,Nissan,Note
-,135000,https://www.kktcarabam.com/179192-nissan-juke-girne-benzin-otomatik,7600.0,2012.0,GBP,2025-12-26,Nissan,Juke
1.2,108414,https://www.kktcarabam.com/179447-nissan-note-lefkosa-benzin-otomatik,11990.0,2021.0,GBP,2025-12-26,Nissan,Note
2.0,38000,https://www.kktcarabam.com/216139-mazda-3-gmagusa-benzin-otomatik,21500.0,2021.0,GBP,2025-12-26,Mazda,3
2.0,59000,https://www.kktcarabam.com/215990-mazda-3-gmagusa-benzin-otomatik,21500.0,2023.0,GBP,2025-12-26,Mazda,3
1.3 i,113000,https://www.kktcarabam.com/212056-toyota-probox-gmagusa-benzin-otomatik,10000.0,2021.0,GBP,2025-12-26,Toyota,Probox
1.2,28000,https://www.kktcarabam.com/212050-suzuki-solio-lefke-hibrit-otomatik,13500.0,2023.0,GBP,2025-12-26,Suzuki,Solio
2.0,21000,https://www.kktcarabam.com/89313-toyota-supra-girne-benzin-otomatik,55900.0,2020.0,GBP,2025-12-26,Toyota,Supra
xDrive40,40000,https://www.kktcarabam.com/89330-bmw-ix-girne-elektrik-otomatik,54000.0,2022.0,GBP,2025-12-26,BMW,iX
-,1,https://www.kktcarabam.com/210907-toyota-town-ace-lefkosa-benzin-otomatik,5000.0,2002.0,GBP,2025-12-26,Toyota,Town Ace
520d M Sport,54718,https://www.kktcarabam.com/172708-bmw-5-serisi-girne-dizel-otomatik,41000.0,2023.0,GBP,2025-12-26,BMW,5 Serisi
1.5 Hybrid,35000,https://www.kktcarabam.com/216006-toyota-yaris-gmagusa-hibrit-otomatik,14900.0,2021.0,GBP,2025-12-26,Toyota,Yaris
1.4 Sport,19000,https://www.kktcarabam.com/216008-suzuki-swift-gmagusa-benzin-otomatik,17500.0,2024.0,GBP,2025-12-26,Suzuki,Swift
1.3,70000,https://www.kktcarabam.com/212749-honda-fit-lefkosa-benzin-otomatik,8700.0,2016.0,GBP,2025-12-26,Honda,Fit
430i,33000,https://www.kktcarabam.com/215245-bmw-4-serisi-girne-benzin-otomatik,47000.0,2023.0,GBP,2025-12-26,BMW,4 Serisi
250 D,227000,https://www.kktcarabam.com/188959-mercedes-benz-c-serisi-lefkosa-dizel-otomatik,22000.0,2016.0,GBP,2025-12-27,Mercedes-Benz,C Serisi
1.4 TSI,45000,https://www.kktcarabam.com/189020-volkswagen-touran-girne-benzin-otomatik,22000.0,2021.0,GBP,2025-12-27,Volkswagen,Touran
1.2,200002,https://www.kktcarabam.com/189018-opel-corsa-girne-benzin-duz,3000.0,2004.0,GBP,2025-12-27,Opel,Corsa
1.6,35000,https://www.kktcarabam.com/189016-mazda-3-girne-benzin-otomatik,23000.0,2022.0,GBP,2025-12-27,Mazda,3
1.5 SkyActive-G,55000,https://www.kktcarabam.com/215811-mazda-3-gmagusa-benzin-otomatik,17500.0,2022.0,GBP,2025-12-27,Mazda,3
